pitch,mph,exit_velocty,pitcher,batter,dist,spin_rate,launch_angle,zone,date,count,inning,pitch_result,pitch_id
CH,83.3,,"Gaviglio, Sam","Gonzalez, Marwin",,1400,,13,2017-07-18,1-2,Bot 6,ball,1b97d711-1633-43b5-b2c9-ab4c1d383ff8
SI,87.4,,"Gaviglio, Sam","Gonzalez, Marwin",,2168,,12,2017-07-18,1-1,Bot 6,called_strike,aff77795-09a6-48e3-b658-53abd6ca2673
SL,83.1,,"Gaviglio, Sam","Gonzalez, Marwin",,2063,,14,2017-07-18,0-1,Bot 6,ball,66423074-dcd5-41d6-9f90-7dde86117bdf
CH,83.5,,"Gaviglio, Sam","Gonzalez, Marwin",,1626,,6,2017-07-18,0-0,Bot 6,called_strike,a4a4f3fe-6440-4460-8457-06ac647549ab
SI,88.1,,"Gaviglio, Sam","Gonzalez, Marwin",,2102,,11,2017-07-18,1-0,Bot 4,hit_into_play,1773e4f4-fcd5-4d46-b3d0-1187fb7f42e8
CU,77.9,,"Gaviglio, Sam","Gonzalez, Marwin",,2246,,11,2017-07-18,0-0,Bot 4,ball,534aa3d8-53f2-4796-98e3-11f0308d58d1
FC,84.6,,"Pagán, Emilio","Gonzalez, Marwin",,2463,,9,2017-07-18,1-2,Bot 8,swinging_strike,98236f0c-bfca-4fa5-80d8-8e992f33fd74
FF,93.3,,"Pagán, Emilio","Gonzalez, Marwin",,2343,,6,2017-07-18,1-1,Bot 8,foul,385ed044-a2d6-4686-a1ab-b6e52d32bc89
FT,93.4,,"Pagán, Emilio","Gonzalez, Marwin",,2491,,13,2017-07-18,0-1,Bot 8,ball,51a3cda9-7b14-4c63-94d5-480a38bdbc23
FC,82.7,,"Pagán, Emilio","Gonzalez, Marwin",,2386,,7,2017-07-18,0-0,Bot 8,called_strike,c49a0021-ebd8-4f67-af9f-e532057b6d92
CU,80.4,,"Gaviglio, Sam","Gonzalez, Marwin",,2228,,14,2017-07-18,0-2,Bot 1,swinging_strike,65abd822-edc0-45ec-a310-1e1ec0626161
CU,79.5,,"Gaviglio, Sam","Gonzalez, Marwin",,2097,,7,2017-07-18,0-1,Bot 1,called_strike,3b0328b9-4ba3-4cd9-bf60-85450d7b0491
CU,79.8,,"Gaviglio, Sam","Gonzalez, Marwin",,2214,,14,2017-07-18,0-0,Bot 1,swinging_strike,5b8ba6a2-602b-4967-879a-3a274d422166
FF,91.8,79.6,"Miranda, Aríel","Gonzalez, Marwin",267,2497,27,8,2017-07-17,2-0,Bot 6,hit_into_play,20bed8f2-f7b8-474c-b5be-1ec64a304c53
FS,84.0,,"Miranda, Aríel","Gonzalez, Marwin",,2134,,14,2017-07-17,1-0,Bot 6,ball,e24c8e4a-dfbe-4653-977b-12f7bce99ccf
FS,84.6,,"Miranda, Aríel","Gonzalez, Marwin",,2177,,14,2017-07-17,0-0,Bot 6,ball,0449a197-70f7-4126-af98-bc1d8361153d
FF,93.9,77.4,"Miranda, Aríel","Gonzalez, Marwin",135,2448,77,2,2017-07-17,1-2,Bot 4,foul,960c200d-704c-40af-b9c7-1eb711abad09
SL,83.2,85.8,"Rzepczynski, Marc","Gonzalez, Marwin",304,2460,34,6,2017-07-17,2-2,Bot 7,hit_into_play,ce12b4e9-588b-4e2b-b60b-c9aa4cd6cb10
SL,90.1,102.8,"Gallardo, Yovani","Gonzalez, Marwin",26,2312,-4,4,2017-07-17,2-2,Bot 9,hit_into_play,a8814896-eaef-4cad-a168-d16efc80b10a
SL,87.0,,"Rzepczynski, Marc","Gonzalez, Marwin",,2546,,8,2017-07-17,2-2,Bot 7,foul,d5fd9594-e12d-4251-9103-528b8f0e3bfd
CU,81.5,,"Gallardo, Yovani","Gonzalez, Marwin",,2472,,14,2017-07-17,1-2,Bot 9,blocked_ball,1ff7a21e-875d-4711-b4f5-1e9ffb66e5a0
FT,90.8,,"Gallardo, Yovani","Gonzalez, Marwin",,2332,,14,2017-07-17,1-1,Bot 9,called_strike,93335c4a-4dc7-45ff-afde-ae15ed35d900
SL,86.7,,"Rzepczynski, Marc","Gonzalez, Marwin",,2469,,7,2017-07-17,2-1,Bot 7,swinging_strike,a372284b-49a9-4dea-89d9-a84ca46d592a
SI,93.2,,"Rzepczynski, Marc","Gonzalez, Marwin",,2074,,14,2017-07-17,2-0,Bot 7,called_strike,e780b17e-057c-4e74-bbef-0f64ef8880ea
CH,86.1,,"Gallardo, Yovani","Gonzalez, Marwin",,1906,,5,2017-07-17,1-0,Bot 9,swinging_strike,5c7f438c-f53c-40ca-9044-f6e0d5cd476a
CH,87.1,,"Rzepczynski, Marc","Gonzalez, Marwin",,1511,,14,2017-07-17,1-0,Bot 7,ball,5b92175d-ad25-49c9-b1af-ffc9323599d7
SL,90.5,,"Gallardo, Yovani","Gonzalez, Marwin",,2327,,14,2017-07-17,0-0,Bot 9,ball,63fac16c-7fde-4962-ad3f-303f2bba28c8
SL,83.3,,"Rzepczynski, Marc","Gonzalez, Marwin",,2404,,13,2017-07-17,0-0,Bot 7,ball,f46c08bf-e73b-4fef-8f6e-0918e9ca04dc
CH,82.5,62.3,"Gibson, Kyle","Gonzalez, Marwin",3,1607,-33,13,2017-07-16,1-0,Bot 6,hit_into_play,8010b676-eb75-43d9-a2a5-f2b833811ba4
FT,91.7,,"Gibson, Kyle","Gonzalez, Marwin",,2054,,14,2017-07-16,0-0,Bot 6,ball,6e10afe0-fd59-4e9f-abcc-456588fe71ab
FF,93.1,,"Gibson, Kyle","Gonzalez, Marwin",,2173,,12,2017-07-16,3-2,Bot 4,ball,e15c69cf-edc8-40cc-b980-70e024f58667
CH,83.7,48.2,"Gibson, Kyle","Gonzalez, Marwin",2,1533,-45,7,2017-07-16,3-1,Bot 4,foul,9b1b6dcd-7c13-4d2d-9e13-0c7c27147f56
SL,84.3,,"Gibson, Kyle","Gonzalez, Marwin",,2471,,14,2017-07-16,2-1,Bot 4,ball,ec5d98f5-3b80-4d58-80a4-5f1e347da02e
FT,88.6,,"Gibson, Kyle","Gonzalez, Marwin",,1960,,8,2017-07-16,2-0,Bot 4,called_strike,024d882b-717a-4330-8f6d-14e2996d3cd9
CH,84.1,,"Gibson, Kyle","Gonzalez, Marwin",,1529,,13,2017-07-16,1-0,Bot 4,ball,f4ff73ea-5de6-4971-b53c-2bab3fb774c9
CH,85.0,,"Gibson, Kyle","Gonzalez, Marwin",,1637,,13,2017-07-16,0-0,Bot 4,ball,57d31501-24aa-4d45-8cb3-57b59bf6493c
SL,84.0,,"Gibson, Kyle","Gonzalez, Marwin",,2428,,14,2017-07-16,2-2,Bot 2,swinging_strike,fdfc9300-b4b2-495e-9233-c76d8fb9544c
FT,92.4,94.4,"Gibson, Kyle","Gonzalez, Marwin",213,2209,14,9,2017-07-16,2-2,Bot 2,foul,08f9d7a9-4e33-4776-a7ad-27f5edcd858c
CH,84.2,,"Gibson, Kyle","Gonzalez, Marwin",,1587,,13,2017-07-16,2-2,Bot 2,foul,706db88a-c8de-4aad-a85e-9e745b6023db
CH,85.5,,"Gibson, Kyle","Gonzalez, Marwin",,1594,,13,2017-07-16,1-2,Bot 2,ball,34fa07b7-838e-493a-9ea0-7ef3c36a4c2a
SL,83.6,,"Gibson, Kyle","Gonzalez, Marwin",,2434,,14,2017-07-16,0-2,Bot 2,ball,4d460850-f8c8-4a05-a5db-1ffddd1777ff
CH,83.1,40.3,"Gibson, Kyle","Gonzalez, Marwin",9,1788,-11,13,2017-07-16,0-1,Bot 2,foul,957f42b1-76a6-473f-a07b-59f6b22dce72
FF,92.8,,"Gibson, Kyle","Gonzalez, Marwin",,2137,,4,2017-07-16,0-0,Bot 2,called_strike,e6f8f5b1-d138-4a74-8168-1dac2fe98c4b
CU,83.7,,"Pressly, Ryan","Gonzalez, Marwin",,3207,,8,2017-07-16,1-2,Bot 8,swinging_strike,5d6ab76b-0af4-4e1a-b92d-c895d2007b4c
CU,83.2,,"Pressly, Ryan","Gonzalez, Marwin",,3170,,9,2017-07-16,1-1,Bot 8,called_strike,fcc24135-527b-4ce6-8d0a-7e94cb95adc2
CU,82.0,,"Pressly, Ryan","Gonzalez, Marwin",,3149,,7,2017-07-16,1-0,Bot 8,called_strike,4860bb45-f226-4744-baee-8be58d3d1242
FF,96.0,,"Pressly, Ryan","Gonzalez, Marwin",,2608,,13,2017-07-16,0-0,Bot 8,ball,66e29330-3aab-47b9-81ee-c0a1f72fb4f1
SL,85.0,,"Santana, Ervin","Gonzalez, Marwin",,2379,,8,2017-07-15,2-2,Bot 6,called_strike,c5ddcae5-6edc-4375-bcab-2d604d7181fc
CH,86.5,,"Santana, Ervin","Gonzalez, Marwin",,1419,,9,2017-07-15,2-1,Bot 6,called_strike,6d84182d-d5dd-4114-bbdf-995a1590999e
FT,93.9,,"Santana, Ervin","Gonzalez, Marwin",,2294,,12,2017-07-15,1-1,Bot 6,ball,434b2199-f18a-4d84-93f1-0ed67b45d359
FT,93.6,79.6,"Santana, Ervin","Gonzalez, Marwin",240,2348,43,4,2017-07-15,1-0,Bot 6,foul,80a863cf-eaf4-4e96-90e3-226cf2a450db
SL,83.1,,"Santana, Ervin","Gonzalez, Marwin",,2542,,14,2017-07-15,0-0,Bot 6,ball,d273c912-f15d-4036-9af8-6a9cded20892
CH,84.7,91.3,"Santana, Ervin","Gonzalez, Marwin",273,1761,18,7,2017-07-15,1-1,Bot 4,hit_into_play,cc87e6e0-c362-45f2-9bd4-085d43acda80
FT,90.2,,"Santana, Ervin","Gonzalez, Marwin",,1931,,8,2017-07-15,1-0,Bot 4,foul,c00952d4-9343-4453-b11f-6d23017eb98f
CH,86.4,,"Santana, Ervin","Gonzalez, Marwin",,1750,,14,2017-07-15,0-0,Bot 4,blocked_ball,cf6b9ee1-cc59-452f-869f-9cf45584812c
SL,85.3,,"Santana, Ervin","Gonzalez, Marwin",,2475,,14,2017-07-15,3-2,Bot 2,blocked_ball,af0a2af4-70c4-47c5-8ecd-ba13166bddef
FT,88.1,,"Santana, Ervin","Gonzalez, Marwin",,1484,,14,2017-07-15,2-2,Bot 2,ball,79bb116e-22bc-430a-bbe2-3e3facd68bc2
FT,94.2,93.8,"Santana, Ervin","Gonzalez, Marwin",69,2279,1,11,2017-07-15,2-2,Bot 2,foul,c5d15aaa-9be7-461c-88c1-706db4798a82
SL,85.0,,"Santana, Ervin","Gonzalez, Marwin",,2348,,14,2017-07-15,1-2,Bot 2,blocked_ball,e889dc25-575a-4554-82de-151867649f9d
CH,87.1,,"Santana, Ervin","Gonzalez, Marwin",,1690,,13,2017-07-15,1-1,Bot 2,foul,6f3975fe-35ee-4f0d-a6a0-b0c0b3a91220
FT,88.5,,"Santana, Ervin","Gonzalez, Marwin",,1861,,13,2017-07-15,0-1,Bot 2,blocked_ball,f3067a8a-736a-42df-8251-04285ff4b114
SL,85.0,,"Santana, Ervin","Gonzalez, Marwin",,2589,,14,2017-07-15,0-0,Bot 2,swinging_strike,2c3bb47d-4c25-491c-9824-1fa7180d3904
CU,77.4,,"Rogers, Taylor","Gonzalez, Marwin",,2725,,8,2017-07-15,0-2,Bot 8,called_strike,56235913-f6f3-486f-9b25-7bc0ca25aa26
CU,77.5,,"Rogers, Taylor","Gonzalez, Marwin",,2667,,8,2017-07-15,0-1,Bot 8,swinging_strike,2c33578b-dda9-48f8-a8d7-880cbef9f9b0
CU,76.7,,"Rogers, Taylor","Gonzalez, Marwin",,2624,,14,2017-07-15,0-0,Bot 8,called_strike,5204df56-9fb6-40da-9082-6cc5044c6373
FF,91.8,97.0,"Berríos, José","Gonzalez, Marwin",156,2128,8,4,2017-07-14,2-0,Bot 2,hit_into_play,0cc34f97-0ff4-4926-a3ff-d54cfc8a8781
CH,82.0,,"Berríos, José","Gonzalez, Marwin",,1568,,13,2017-07-14,1-0,Bot 2,ball,f7a7259c-f2a7-4414-b3e9-51bb09ab30c3
CU,78.4,,"Berríos, José","Gonzalez, Marwin",,2243,,11,2017-07-14,0-0,Bot 2,ball,120e6481-38b3-4c54-a7b2-f0a150541fce
CH,83.4,62.3,"Boshers, Buddy","Gonzalez, Marwin",4,1412,-31,14,2017-07-14,1-0,Bot 6,hit_into_play,c09747bf-5536-42ee-a811-15e78e0bf42c
FT,87.0,103.8,"Belisle, Matt","Gonzalez, Marwin",29,2105,-4,3,2017-07-14,1-1,Bot 8,hit_into_play,374f201e-cc98-4169-8a33-49e28022bb2f
CU,77.9,,"Boshers, Buddy","Gonzalez, Marwin",,2251,,13,2017-07-14,0-0,Bot 6,ball,e9a83cd0-ee05-44bc-b777-dcd5ccde8d08
CU,73.6,,"Belisle, Matt","Gonzalez, Marwin",,2547,,14,2017-07-14,0-1,Bot 8,blocked_ball,d2e68c41-bfaf-40dc-b207-05c5f8d786cf
FF,89.0,,"Belisle, Matt","Gonzalez, Marwin",,2232,,4,2017-07-14,0-0,Bot 8,called_strike,e54ff541-f877-4a4b-a4e5-4d87e1491d68
FF,95.4,97.9,"Pressly, Ryan","Gonzalez, Marwin",173,2619,7,1,2017-07-14,1-2,Bot 4,hit_into_play,907066a9-8209-4b9b-8983-eb9da5b98549
CU,84.9,,"Pressly, Ryan","Gonzalez, Marwin",,3318,,14,2017-07-14,0-2,Bot 4,blocked_ball,54b49965-2e57-41b7-93b3-7d7bb8f43ce6
FF,95.9,,"Pressly, Ryan","Gonzalez, Marwin",,2685,,8,2017-07-14,0-2,Bot 4,foul,bf536c96-58e1-4901-bf71-230cb9994d21
FF,96.2,46.2,"Pressly, Ryan","Gonzalez, Marwin",9,2609,-18,9,2017-07-14,0-1,Bot 4,foul,b8979c2a-8d73-4f21-8552-25e7fee969a5
CU,81.1,,"Pressly, Ryan","Gonzalez, Marwin",,3096,,4,2017-07-14,0-0,Bot 4,called_strike,a1a918ff-44ad-4abc-b4d2-594cd7f91d3e
FT,90.3,101.9,"Hughes, Phil","Gonzalez, Marwin",421,2227,31,5,2017-07-14,1-1,Bot 3,hit_into_play,bb040204-3b9c-4544-8ebc-5b0d7fa559d3
KC,78.2,,"Hughes, Phil","Gonzalez, Marwin",,2328,,13,2017-07-14,0-1,Bot 3,ball,729f792c-869f-4bcd-a593-402c46be723e
FT,88.9,,"Hughes, Phil","Gonzalez, Marwin",,2182,,13,2017-07-14,0-0,Bot 3,called_strike,0253b457-e5c0-46de-9348-9c5fc2b9e505
FT,88.9,92.8,"Happ, J.A.","Gonzalez, Marwin",278,2222,51,8,2017-07-09,1-1,Top 3,hit_into_play,39583417-460b-4dab-968a-d177bcaece6a
FT,89.1,,"Happ, J.A.","Gonzalez, Marwin",,2229,,14,2017-07-09,1-0,Top 3,called_strike,34b39764-8195-4d96-9359-d45002162e28
FF,91.0,,"Happ, J.A.","Gonzalez, Marwin",,2478,,13,2017-07-09,0-0,Top 3,ball,32d3572d-5bc5-448b-911d-dc219d3de954
SI,91.1,92.0,"Harrell, Lucas","Gonzalez, Marwin",319,2193,22,3,2017-07-09,1-2,Top 6,hit_into_play,f6d6bf81-9014-41e0-bde1-af0cd3538738
SL,87.4,93.3,"Harrell, Lucas","Gonzalez, Marwin",12,2259,-7,9,2017-07-09,1-1,Top 6,foul,7150d3cd-06fe-4d42-ad8c-2a6430261480
SI,92.9,,"Harrell, Lucas","Gonzalez, Marwin",,2302,,14,2017-07-09,0-1,Top 6,ball,1fbbc733-754f-4daf-ac19-c11679d4c220
CH,83.6,70.2,"Harrell, Lucas","Gonzalez, Marwin",189,1523,55,11,2017-07-09,0-0,Top 6,foul,43199ddf-fb75-4231-95d0-b549d49d2228
FT,94.2,100.9,"Biagini, Joe","Gonzalez, Marwin",10,2169,-10,7,2017-07-09,0-1,Top 9,hit_into_play,9acfeb9a-b0cb-4088-81ea-0f4f520399d2
FT,94.6,81.7,"Biagini, Joe","Gonzalez, Marwin",257,2207,33,8,2017-07-09,0-0,Top 9,foul,8418935d-28eb-4ec2-9579-48cc845c8da1
FF,94.1,84.1,"Happ, J.A.","Gonzalez, Marwin",278,2289,17,12,2017-07-09,1-2,Top 1,hit_into_play,ad842e76-fc38-4f57-912e-095be6b106a0
CH,86.6,,"Happ, J.A.","Gonzalez, Marwin",,1456,,9,2017-07-09,1-2,Top 1,foul,dea7c554-fd30-4910-9601-e0222246f413
CH,85.7,,"Happ, J.A.","Gonzalez, Marwin",,1294,,9,2017-07-09,1-1,Top 1,called_strike,94d77174-57c9-468b-bc0c-207225fff461
FT,91.8,57.8,"Happ, J.A.","Gonzalez, Marwin",4,2174,-27,8,2017-07-09,1-0,Top 1,foul,44df06f2-268b-4e69-a7e1-e209790c22f3
FT,91.9,,"Happ, J.A.","Gonzalez, Marwin",,2223,,13,2017-07-09,0-0,Top 1,blocked_ball,42ade20f-f9d3-432c-b4ff-f5eeea70605d
FC,89.6,,"Tepera, Ryan","Gonzalez, Marwin",,2602,,14,2017-07-09,0-2,Top 7,swinging_strike,056463cf-aea1-4e18-b8f0-04b6ace30dbb
SI,95.5,,"Tepera, Ryan","Gonzalez, Marwin",,2268,,8,2017-07-09,0-1,Top 7,foul,cecf21bb-18f9-4a9c-9fa8-4135aafee556
SI,95.6,,"Tepera, Ryan","Gonzalez, Marwin",,2270,,7,2017-07-09,0-0,Top 7,called_strike,a00464e0-2cbd-4591-a571-03eb29c42788
SI,92.8,87.9,"Harrell, Lucas","Gonzalez, Marwin",90,2112,4,13,2017-07-09,2-1,Top 5,hit_into_play,7dc6de23-79b5-4ff9-ab9e-48d5017c8631
CU,81.6,,"Harrell, Lucas","Gonzalez, Marwin",,2033,,13,2017-07-09,1-1,Top 5,ball,dc15ecbd-5952-4d69-a62e-0205e47c6231
CU,80.7,,"Harrell, Lucas","Gonzalez, Marwin",,2154,,1,2017-07-09,1-0,Top 5,called_strike,7e9ef351-41f7-4c4c-8ebd-560d09b6e571
CU,80.4,,"Harrell, Lucas","Gonzalez, Marwin",,2185,,11,2017-07-09,0-0,Top 5,ball,a65ab262-59df-4008-8134-870fcc8e8631
FT,94.4,,"Stroman, Marcus","Gonzalez, Marwin",,2223,,7,2017-07-08,1-2,Top 6,swinging_strike,cfe6c688-0eb4-45d2-889a-b51396a84e6e
FT,93.2,,"Stroman, Marcus","Gonzalez, Marwin",,2254,,7,2017-07-08,1-1,Top 6,called_strike,7f65dce5-2a06-4abb-8a6e-0ce12c9baf90
SL,84.9,,"Stroman, Marcus","Gonzalez, Marwin",,2673,,5,2017-07-08,1-0,Top 6,called_strike,f753f615-11c1-4278-b454-9c631e8eaec9
FT,93.7,,"Stroman, Marcus","Gonzalez, Marwin",,2129,,13,2017-07-08,0-0,Top 6,ball,a58deca8-65f1-4fbc-b2d5-713abeeb8eaa
FT,93.6,,"Stroman, Marcus","Gonzalez, Marwin",,2261,,13,2017-07-08,2-2,Top 4,swinging_strike,1ebd8b3d-8258-40f3-8496-15b5dd41dc6a
CH,81.7,,"Stroman, Marcus","Gonzalez, Marwin",,1834,,13,2017-07-08,1-2,Top 4,ball,49027a38-ea62-4ad1-9e11-583d5ba1bde9
CH,83.5,,"Stroman, Marcus","Gonzalez, Marwin",,1945,,11,2017-07-08,1-1,Top 4,swinging_strike,4e523842-1163-4976-8052-483b4552fdf3
FT,93.6,,"Stroman, Marcus","Gonzalez, Marwin",,2373,,14,2017-07-08,0-1,Top 4,ball,8342b7c5-0724-4d44-bbc9-856873cc2e79
FT,93.4,,"Stroman, Marcus","Gonzalez, Marwin",,2271,,7,2017-07-08,0-0,Top 4,called_strike,5369b191-29a2-4ac2-a40c-13e9a9f7252e
SL,86.8,84.3,"Stroman, Marcus","Gonzalez, Marwin",13,2607,-12,3,2017-07-08,1-2,Top 2,hit_into_play,42b1f2ab-bc24-456d-aad6-1f801d47498c
CH,82.6,,"Stroman, Marcus","Gonzalez, Marwin",,1824,,14,2017-07-08,0-2,Top 2,ball,f0945da2-ab11-4429-9e4a-8a6ded44b1ff
FC,88.3,,"Stroman, Marcus","Gonzalez, Marwin",,2568,,4,2017-07-08,0-1,Top 2,called_strike,c58fdedb-82bd-4399-a189-9b1301f46830
FT,92.9,,"Stroman, Marcus","Gonzalez, Marwin",,2113,,13,2017-07-08,0-0,Top 2,called_strike,368586f9-1551-4a01-98d8-2ef15d8546d2
FT,93.5,100.0,"Biagini, Joe","Gonzalez, Marwin",388,2090,30,4,2017-07-08,0-0,Top 9,hit_into_play,a25229ab-4578-4d05-8002-389a7f04b4a2
SL,80.1,,"Bolsinger, Mike","Gonzalez, Marwin",,2266,,7,2017-07-07,2-2,Top 6,swinging_strike,a9b0e5de-c750-4367-accb-1a03baee797d
CU,80.3,,"Bolsinger, Mike","Gonzalez, Marwin",,2369,,14,2017-07-07,1-2,Top 6,blocked_ball,48410c09-3857-4b10-8f3e-fa0028b8a37e
FC,87.9,,"Bolsinger, Mike","Gonzalez, Marwin",,2181,,9,2017-07-07,1-1,Top 6,called_strike,d14b5e5f-68ff-42bd-be2e-44254485f6ee
FF,89.7,,"Bolsinger, Mike","Gonzalez, Marwin",,2069,,14,2017-07-07,0-1,Top 6,ball,8d21a77b-9356-48ee-9f9a-3539e8521633
CU,78.4,,"Bolsinger, Mike","Gonzalez, Marwin",,2388,,9,2017-07-07,0-0,Top 6,called_strike,8ece9776-e8be-484d-8d44-042bb5080899
FT,94.9,79.3,"Sanchez, Aaron","Gonzalez, Marwin",5,2303,-26,4,2017-07-07,0-1,Top 2,hit_into_play,9a663b10-e97e-4c20-bf5b-81cd13b40d80
CU,77.6,,"Sanchez, Aaron","Gonzalez, Marwin",,2830,,4,2017-07-07,0-0,Top 2,called_strike,14bf95a5-acaa-45d3-8bfb-f6e03746787c
SL,82.0,,"Bolsinger, Mike","Gonzalez, Marwin",,2578,,14,2017-07-07,2-2,Top 4,swinging_strike,d498bb28-057f-4417-bae1-1174abbb7037
FC,89.4,76.6,"Bolsinger, Mike","Gonzalez, Marwin",218,2045,54,11,2017-07-07,2-1,Top 4,foul,3e34a84b-bf02-4b23-8372-b9fd8ef07dee
CU,79.7,,"Bolsinger, Mike","Gonzalez, Marwin",,2381,,11,2017-07-07,1-1,Top 4,ball,01413674-6da7-4408-8679-9338e36f583f
CU,78.9,,"Bolsinger, Mike","Gonzalez, Marwin",,2380,,1,2017-07-07,1-0,Top 4,called_strike,6636cb5f-397d-4e98-bce6-6aecbfd068bc
FC,89.3,,"Bolsinger, Mike","Gonzalez, Marwin",,2004,,13,2017-07-07,0-0,Top 4,ball,8a440ef5-b443-471e-91e5-26699f5e5f11
FT,95.6,,"Sanchez, Aaron","Gonzalez, Marwin",,2328,,14,2017-07-07,3-2,Top 1,ball,b1649d13-c5dd-462f-9766-b6a824e13a41
FF,96.0,79.6,"Sanchez, Aaron","Gonzalez, Marwin",167,2335,16,11,2017-07-07,3-1,Top 1,foul,845f5340-03f6-468c-a3b4-588df610c01a
CU,81.1,,"Sanchez, Aaron","Gonzalez, Marwin",,3009,,13,2017-07-07,2-1,Top 1,ball,e5b9e47b-354e-4bdc-a397-ee749af68e1a
FF,95.8,,"Sanchez, Aaron","Gonzalez, Marwin",,2326,,1,2017-07-07,2-0,Top 1,called_strike,1101c7c8-a818-4c8d-9e15-a8a7f9532e25
CU,81.2,,"Sanchez, Aaron","Gonzalez, Marwin",,2943,,14,2017-07-07,1-0,Top 1,ball,247c60ee-16da-4a24-8126-4dfd4a580735
CU,75.4,,"Beliveau, Jeff","Gonzalez, Marwin",,2649,,13,2017-07-07,2-2,Top 8,swinging_strike_blocked,45511c15-189a-4eb6-8287-7642b891f7d2
FF,90.2,,"Beliveau, Jeff","Gonzalez, Marwin",,2324,,8,2017-07-07,2-1,Top 8,swinging_strike,ee6d4570-4386-4e67-b372-cd516b11e45f
FF,96.7,,"Sanchez, Aaron","Gonzalez, Marwin",,2337,,1,2017-07-07,0-0,Top 1,ball,0e14ef16-1152-4eaf-96c0-e8219adb4853
CH,82.3,,"Beliveau, Jeff","Gonzalez, Marwin",,1698,,12,2017-07-07,2-0,Top 8,swinging_strike,4a0fbe0b-041f-4f5f-9fe0-cbefead787af
CU,76.9,,"Beliveau, Jeff","Gonzalez, Marwin",,2690,,13,2017-07-07,1-0,Top 8,blocked_ball,22771793-4a23-4b72-afc3-4371b2e4605d
CH,83.0,,"Beliveau, Jeff","Gonzalez, Marwin",,1741,,14,2017-07-07,0-0,Top 8,ball,bd692dfe-c9e4-4a0c-aac3-b768bb00a0a9
SL,87.3,,"Liriano, Francisco","Gonzalez, Marwin",,2172,,7,2017-07-06,1-2,Top 6,swinging_strike,7a5908d5-7ad3-490f-930b-bfdc1d117682
FF,94.3,,"Liriano, Francisco","Gonzalez, Marwin",,2087,,8,2017-07-06,1-1,Top 6,called_strike,68091439-e446-4eb3-8b5b-0fe94b0d102a
SL,85.1,,"Liriano, Francisco","Gonzalez, Marwin",,2041,,3,2017-07-06,1-0,Top 6,called_strike,5d2f3d34-3573-4dfc-b40a-311444c07846
FT,92.1,,"Liriano, Francisco","Gonzalez, Marwin",,2012,,13,2017-07-06,0-0,Top 6,ball,19853b0f-3f39-451d-a5d0-b956dfc95c3a
SL,89.1,88.4,"Liriano, Francisco","Gonzalez, Marwin",24,2306,-5,1,2017-07-06,0-2,Top 4,hit_into_play,2a8a3175-115f-4079-a81b-366422fbb545
FF,93.0,74.3,"Liriano, Francisco","Gonzalez, Marwin",180,2185,25,2,2017-07-06,0-1,Top 4,foul,7b267700-b61a-4298-89fc-277f1c27e7ed
FT,92.1,,"Liriano, Francisco","Gonzalez, Marwin",,2112,,6,2017-07-06,0-0,Top 4,called_strike,536ebd6c-3340-43eb-a2f8-219c609c3004
FT,93.2,105.3,"Liriano, Francisco","Gonzalez, Marwin",401,2107,20,6,2017-07-06,3-1,Top 2,hit_into_play,cc8c6173-739d-4164-bab8-589c02795f90
CH,85.8,,"Liriano, Francisco","Gonzalez, Marwin",,1759,,14,2017-07-06,2-1,Top 2,ball,efbec8fe-a411-4ae4-82bd-78d89117f1ae
SL,85.6,,"Liriano, Francisco","Gonzalez, Marwin",,2192,,14,2017-07-06,1-1,Top 2,ball,8f0ccf4f-f188-4d03-b8c4-d7d424f7df78
CH,84.1,,"Liriano, Francisco","Gonzalez, Marwin",,1730,,9,2017-07-06,1-0,Top 2,called_strike,7c77fc1b-6f3a-47c1-8eef-00bfc4101f6b
FF,91.6,,"Liriano, Francisco","Gonzalez, Marwin",,1985,,13,2017-07-06,0-0,Top 2,ball,46c48f94-7665-4f4d-9500-b82e2a0c28c6
FT,89.7,74.8,"García, Jaime","Gonzalez, Marwin",2,2184,-36,14,2017-07-05,0-1,Top 6,hit_into_play,f33e4f81-23ea-4dc6-b664-f9bf95e58ed3
FT,88.7,,"García, Jaime","Gonzalez, Marwin",,2132,,9,2017-07-05,0-0,Top 6,called_strike,58a4c0f5-8be5-4f2a-b964-cecce352db69
SL,84.1,,"García, Jaime","Gonzalez, Marwin",,2738,,8,2017-07-05,1-2,Top 4,swinging_strike,61eec587-a41c-48ae-b6b6-5642c024cd77
CH,84.6,53.0,"García, Jaime","Gonzalez, Marwin",9,1891,-21,12,2017-07-05,1-1,Top 4,foul,567ad187-626b-47cd-a2e5-58adf9683af1
CH,83.4,,"García, Jaime","Gonzalez, Marwin",,1970,,9,2017-07-05,1-0,Top 4,called_strike,e3fdb3c2-fdc0-4082-868d-840cb91e9cbb
FT,90.8,,"García, Jaime","Gonzalez, Marwin",,2201,,12,2017-07-05,0-0,Top 4,ball,fd3a024e-231e-46be-b138-de8b7e25add8
FT,92.5,105.5,"Wisler, Matt","Gonzalez, Marwin",311,2174,13,1,2017-07-05,2-1,Top 8,hit_into_play,002f67a1-201a-40c4-8065-9a597a8ad585
SL,81.0,,"Wisler, Matt","Gonzalez, Marwin",,2606,,14,2017-07-05,1-1,Top 8,ball,ccca1db7-5116-4099-b1c0-35837d6cc73e
